現地コード,銘柄名(English),銘柄名,市場,業種,取扱
SMRT,SMARTRENT INC,スマートレント,NYSE,ソフトウェア・サービス,○
SMSI,SMITH MICRO SOFT,スミス・マイクロ・ソフトウエア,NASDAQ,ソフトウェア・サービス,○
SMTC,SEMTECH CORP,セムテック,NASDAQ,半導体,○
SMTI,SANARA MEDTECH,サナラ・メドテック,NASDAQ,ヘルスケア,○
SMWB,SIMILARWEB LTD,シミラーウェブ,NYSE,ソフトウェア・サービス,○
SNA,SNAP-ON INCORP,スナップオン,NYSE,その他製造,○
SNAP,SNAP INC,スナップ,NYSE,ソフトウェア・サービス,○
SNBR,SLEEP NUMBER,スリープ・ナンバー,NASDAQ,専門店,○
SNCR,SYNCHRONOSS TECH,シンクロノス・テクノロジーズ,NASDAQ,ソフトウェア・サービス,○
SNCY,SUN COUNTRY AIR,サン・カントリー・エアラインズ,NASDAQ,航空,○
SND,SMART SAND INC,スマート・サンド,NASDAQ,石油,○
SNDA,SONIDA SENIOR LV,ソニダ・シニア・リビング,NYSE,ヘルスケア,○
SNDL,SNDL INC,エス・エヌ・ディー・エル,NASDAQ,医薬品,○
SNDR,SCHNEIDER NATION,シュナイダー・ナショナル,NYSE,運輸,○
SNDX,SYNDAX PHARMACEU,シンダックス・ファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
SNES,SENESTECH INC,セネステック,NASDAQ,医薬品（バイオテクノロジー）,○
SNEX,STONEX GROUP,ストーンX・グループ,NASDAQ,その他,○
SNFCA,SECURITY NAT FIN,セキュリティ・ナショナル・ファイナンシャル,NASDAQ,金融(保険),○
SNGX,SOLIGENIX INC,ソリジェニックス,NASDAQ,医薬品,○
SNN,SMITH & NEPHEW,スミス・アンド・ネフュー,NYSE,医療サービス,○
SNOA,SONOMA PHARMA,ソノマ・ファーマシューティカルズ,NASDAQ,医薬品,○
SNOW,SNOWFLAKE INC,スノーフレーク,NYSE,ソフトウェア・サービス,○
SNPS,SYNOPSYS INC,シノプシス,NASDAQ,その他,○
SNPX,SYNAPTOGENIX INC,シナプトジェニクス,NASDAQ,医薬品（バイオテクノロジー）,○
SNRE,SUNRISE COMM AG,サンライズ・コミュニケーションズ,NASDAQ,通信サービス,○
SNSE,SENSEI BIOTHERA,センセイ・バイオセラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
SNT,SENSTAR TECHNO,センスター・テクノロジーズ,NASDAQ,ネットワークセキュリティー,○
SNTG,SENTAGE HOLDINGS,センテージ・ホールディングス,NASDAQ,金融（銀行）,○
SNV,SYNOVUS FINANCIA,シノバス・ファイナンシャル,NYSE,金融（銀行）,○
SNX,TD SYNNEX,TDシネックス,NYSE,運輸,○
SO,SOUTHERN CO,サザン,NYSE,その他製造,○
SOAR,VOLATO GROUP INC,ボラト・グループ,NYSE,航空,○
SOBO,SOUTH BOW CORP,サウス・ボウ・コーポレーション,NYSE,ガス・パイプライン,○
SOC,SABLE OFFSHORE,セーブル・オフショア,NYSE,石油,○
SOCL,GLX SOC MDIA ETF,グローバルX ソーシャルメディア ETF,NASDAQ,その他,○
SOFI,SOFI TECHNOLOGY,ソーファイ・テクノロジーズ,NASDAQ,金融（銀行）,○
SOGP,SOUND GROUP,サウンド・グループ,NASDAQ,ソフトウェア・サービス,○
SOHU,SOHU.COM INC,ソーフ・ドット・コム,NASDAQ,その他,○
SOL,EMEREN GROUP,エメレン・グループ,NYSE,電力,○
SOLV,SOLVENTUM CORP,ソルベンタム・コーポレーション,NYSE,ヘルスケア,○
SON,SONOCO PRODUCTS,ソノコ･プロダクツ,NYSE,その他製造,○
SOND,SONDER HLD,ソンダー・ホールディングス,NASDAQ,その他,○
SONM,SONIM TECHNO,ソニム・テクノロジーズ,NASDAQ,通信サービス,○
SONN,SONNET BIOTHERAP,ソネット・バイオセラピューティクス・ホールディングス,NASDAQ,医薬品（バイオテクノロジー）,○
SONO,SONOS INC,ソノス,NASDAQ,その他製造,○
SOPA,SOCIETY PASS INC,ソサエティ・パス,NASDAQ,ソフトウェア・サービス,○
SOPH,SOPHIA GENETICS,ソフィア・ジェネティクス,NASDAQ,ソフトウェア・サービス,○
SOS,SOS LTD,SOS LTD,NYSE,ソフトウェア・サービス,○
SOTK,SONOTEK CORP,ソノテック,NASDAQ,その他製造,○
SOUN,SOUNDHOUND AI,サウンドハウンド・エーアイ,NASDAQ,ソフトウェア・サービス,○
SOXL,DRX SEMICON BL3X,Direxion デイリー 半導体株 ブル 3倍 ETF,NYSE,その他,○
SOXS,DRX SEMICON BR3X,Direxion デイリー 半導体株 ベア 3倍 ETF,NYSE,その他,○
SPAB,SPDR AGG BOND,SPDR ポートフォリオ米国総合債券ETF,NYSE,その他,○
SPB,SPECTRUM BRANDS,スペクトラム・ブランズ・ホールディング,NYSE,その他製造,○
SPCB,SUPERCOM LTD,スーパーコム,NASDAQ,情報処理サービス,○
SPCE,VIRGIN GALACTIC,ヴァージン・ギャラクティック・ホールディングス,NYSE,航空機・宇宙,○
SPDN,DRX SP500 BR1X,Direxion デイリー S&P 500 ベア 1 倍 ETF,NYSE,その他,○
SPDW,SPDR DEV WD X-US,SPDR ポートフォリオ先進国株式（除く米国）ETF,NYSE,その他,○
SPEM,SPDR PF EMG MKT,SPDR　ポートフォリオ新興国株式　ETF,NYSE,その他,○
SPFF,GLX SUIN PRE ETF,グローバルX スーパーインカム優先証券 ETF,NYSE,その他,○
SPFI,SOUTH PLAINS FIN,サウス・プレインズ・ファイナンシャル,NASDAQ,金融（銀行）,○
SPGI,SP GLOBAL INC,S&P グローバル　インク,NYSE,その他,○
SPHR,SPHERE ENTER,スフィア・エンターテインメント,NYSE,エンターテイメント,○
SPHY,SPDR HIGHYLD BND,SPDR ポートフォリオ・ハイ・イールド債ETF,NYSE,その他,○
SPIB,SPDR MTM CORP BD,SPDR ポートフォリオ米国中期社債ETF,NYSE,その他,○
SPIP,SPDR PTFL TIPS,SPDR ポートフォリオ米国物価連動国債ETF,NYSE,その他,○
SPIR,SPIRE GLOBAL INC,スパイアー・グローバル,NYSE,その他,○
SPLB,SPDR LTM CORP BD,SPDR ポートフォリオ米国長期社債ETF,NYSE,その他,○
SPLG,SPDR PF SP500ETF,SPDR ポートフォリオS&P 500 ETF,NYSE,その他,○
SPMB,SPDR MRTGAGE BND,SPDR ポートフォリオ・モーゲージ債券ETF,NYSE,その他,○
SPMD,SPDR SP400 M CAP,SPDR ポートフォリオS&P 400中型株式ETF,NYSE,その他,○
SPNS,SAPIENS INTL CRP,サピエンス・インターナショナル,NASDAQ,ソフトウェア・サービス,○
SPNT,SIRIUSPOINT LTD,シリウスポイント,NYSE,金融(保険),○
SPOK,SPOK HOLDINGS,スポック・ホールディングス,NASDAQ,通信サービス,○
SPOT,SPOTIFY TECH,スポティファイ・テクノロジー,NYSE,エンターテイメント,○
SPR,SPIRIT AEROSYSTE,スピリット・エアロシステムズ・ホールディングス,NYSE,航空,○
SPRO,SPERO THERAPEU,スペロ・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
SPRU,SPRUCE POWER HD,スプルース・パワー・ホールディング・コーポレーション,NYSE,自動車,○
SPRY,ARS PHARMACEUTIC,ARSファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
SPSB,SPDR STM CORP BD,SPDR ポートフォリオ米国短期社債ETF,NYSE,その他,○
SPSC,SPS COMMERCE INC,SPSコマース,NASDAQ,ソフトウェア・サービス,○
SPSM,SPDR SP600 S CAP,SPDR ポートフォリオS&P 600小型株式ETF,NYSE,その他,○
SPT,SPROUT SOCIAL,スプラウトソーシャル,NASDAQ,ソフトウェア・サービス,○
SPTI,SPDR I-TERM ETF,SPDR ポートフォリオ米国中期国債ETF,NYSE,その他,○
SPTL,SPDR L-TRM TR,SPDR ポートフォリオ米国長期国債ETF,NYSE,その他,○
SPTM,SPDR SP1500 COMP,SPDR ポートフォリオS&P 1500コンポジット・ストック・マーケットETF,NYSE,その他,○
SPTN,SPARTANNASH,スパルタンナッシュ,NASDAQ,小売,○
SPTS,SPDR S-TRM TR,SPDR ポートフォリオ米国短期国債ETF,NYSE,その他,○
SPUU,DRX SP500 BL2X,Direxion デイリー S&P 500 ブル 2 倍 ETF,NYSE,その他,○
SPWH,SPORTS WAREHOUSE,スポーツマンズ・ウエアハウス・ホールディングス,NASDAQ,小売,○
SPXC,SPX TECHNOLOGIES,SPXテクノロジーズ,NYSE,その他製造,○
SPXL,DRX DL SP500BL3X,Direxion デイリー S&P 500 ブル3倍 ETF,NYSE,その他,○
SPXS,DRX DL SP500BR3X,Direxion デイリー S&P 500 ベア3倍 ETF,NYSE,その他,○
SPXU,PROS SP500 -3X,プロシェアーズ・ウルトラプロ・ショートS&P500,NYSE,その他,○
SPY,SPDR SP500 TRUST,SPDR S&P 500 ETF,NYSE,その他,○
SPYD,SPDR SP500 H DIV,SPDR ポートフォリオS&P 500 高配当株式ETF,NYSE,その他,○
SPYG,SPDR SP500 GRWTH,SPDR ポートフォリオS&P 500 グロース株式ETF,NYSE,その他,○
SPYV,SPDR SP500 VALUE,SPDR ポートフォリオS&P 500 バリュー株式ETF,NYSE,その他,○
SQM,SOCIED QMC CHILE,ソシエダード・キミカ・イ・ミネラ・デ・チリ,NYSE,化学,○
SQQQ,PRO ULTSHORT QQQ,プロシェアーズ・ウルトラプロ・ショートQQQ,NASDAQ,その他,○
SR,SPIRE INC,スパイア,NYSE,ガス・パイプライン,○
SRAD,SPORTRADAR GRP,スポートレーダー・グループ,NASDAQ,エンターテイメント,○
SRCE,1ST SOURCE CORP,ファースト・ソース,NASDAQ,金融（銀行）,○
SRDX,SURMODICS INC,サーモディクス,NASDAQ,ヘルスケア,○
SRE,SEMPRA ENERGY,センプラ・エナジー,NYSE,ガス・パイプライン,○
SRET,GBLX SDIV REIT,グローバルX スーパーディビィデンド-世界リート ETF,NASDAQ,その他,○
SRI,STONERIDGE INC,ストーンリッジ,NYSE,その他製造,○
SRL,SCULLY ROYALTY,スカリー・ロイヤルティー,NYSE,金融（銀行）,○
SRLN,SPDR BL SNR LOAN,SPDR ブラックストーン・シニア・ローンETF,NYSE,その他,○
SRM,SRM ENTERTAINMEN,SRMエンタテインメント,NASDAQ,エンターテイメント,○
SRPT,SAREPTA THERAP,サレプタ・セラピューティックス,NASDAQ,医薬品（バイオテクノロジー）,○
SRRK,SCHOLAR ROCK HLD,スカラー・ロック・ホールディング,NASDAQ,医薬品（バイオテクノロジー）,○
SRTS,SENSUS HEALTHCAR,センサス・ヘルスケア,NASDAQ,ヘルスケア,○
SSB,SOUTH STATE CORP,サウス・ステート,NYSE,金融（銀行）,○
SSBI,SUMMIT STATE BNK,サミット・ステート・バンク,NASDAQ,金融（銀行）,○
SSBK,SOUTH STATE BAN,サザン・ステーツ・バンクシェアーズ,NASDAQ,金融（銀行）,○
SSD,SIMPSON MANUFCTR,シンプソン・マニュファクチャリング,NYSE,その他製造,○
SSL,SASOL LTD ADR,サソル,NYSE,石油,○
SSNC,SS&C TECHNOLGIES,SS&Cテクノロジーズ・ホールディングス,NASDAQ,ソフトウェア・サービス,○
SSP,E.W. SCRIPPS,E.W.スクリップス,NASDAQ,エンターテイメント,○
SSRM,SSR MINING INC,SSR マイニング,NASDAQ,その他,○
SST,SYSTEM1 GROUP,システム1グループ,NYSE,その他,○
SSTI,SOUNDTHINKING,サウンド・シンキング,NASDAQ,その他,○
SSTK,SHUTTERSTOCK,シャッターストック,NYSE,ソフトウェア・サービス,○
SSYS,STRATASYS LTD,ストラタシス,NASDAQ,コンピュータ,○
ST,SENSATA TECHNO,センサータ・テクノロジーズ,NYSE,その他,○
STAA,STAAR SURGICAL,スターサージカル,NASDAQ,ヘルスケア,○
STAF,STAFFING 360 SLS,スタッフィング・360・ソリュ―ションズ,NASDAQ,ソフトウェア・サービス,○
STBA,S&T BANCORP INC,S&Tバンコープ,NASDAQ,金融（銀行）,○
STC,STEWART INFO SRV,スチュワート・インフォメーション・サービシーズ,NYSE,金融(保険),○
STE,STERIS PUBLIC,ステリス,NYSE,ヘルスケア,○
STEC,SANTECH HOLDINGS,サンテック・ホールディングス,NASDAQ,金融コングロマリット,○
STEL,STELLAR BANCORP,ステラ・バンコープ,NYSE,金融（銀行）,○
STEM,STEM INC,ステム,NYSE,ソフトウェア・サービス,○
STEP,STEPSTONE GROUP,ステップストーン・グループ,NASDAQ,金融（証券）,○
STG,SUNLANDS TECHNO,サンランズ・テクノロジー・グループ,NYSE,ソフトウェア・サービス,○
STGW,STAGWELL INC,スタッグウェル,NASDAQ,ソフトウェア・サービス,○
STIM,NEURONETICS INC,ニューロネティクス,NASDAQ,ヘルスケア,○
STKH,STEAKHOLDER FOOD,ステーキホルダー・フーズ,NASDAQ,食品,○
STKL,SUNOPTA INC,サンオプタ,NASDAQ,食品,○
STKS,ONE GROUP HOSPTL,ワン・グループ・ホスピタリティ,NASDAQ,外食,○
STLA,STELLANTIS,ステランティス,NYSE,自動車,○
STLD,STEEL DYNAMICS,スチール・ダイナミクス,NASDAQ,その他製造,○
STM,STMICROELECTRO,STマイクロエレクトロニクス,NYSE,半導体,○
STN,STANTEC INC,スタンテック,NYSE,その他,○
STNE,STONECO LTD,ストーン,NASDAQ,情報処理サービス,○
STNG,SCORPIO TANKERS,スコーピオ・タンカーズ,NYSE,運輸,○
STOK,STOKE THERAPEUT,ストーク･セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
STR,SITIO ROYALTIES,シーティオ・ロイヤルティーズ,NYSE,石油,○
STRA,STRATEGIC EDUCTN,ストラテジック・エデュケーション,NASDAQ,ソフトウェア・サービス,○
STRL,STERLING INFRA,スターリング・インフラストラクチャー,NASDAQ,その他,○
STRO,SUTRO BIOPHARMA,ストゥロ・バイオファーマ,NASDAQ,医薬品（バイオテクノロジー）,○
STRR,STAR EQUITY HD,スター・エクイティ・ホールディングス,NASDAQ,ヘルスケア,○
STRS,STRATUS PROPERTI,ストラタス・プロパティーズ,NASDAQ,その他,○
STRT,STRATTEC SECRITY,ストラテック・セキュリティ,NASDAQ,その他製造,○
STSS,SHARPS TECH,シャープス・ステクノロジー,NASDAQ,医薬品,○
STT,STATE STREET,ステート・ストリート,NYSE,金融（銀行）,○
STTK,SHATTUCK LABS,シャタック・ラブズ,NASDAQ,医薬品（バイオテクノロジー）,○
STX,SEAGATE TECH,シーゲイト・テクノロジー,NASDAQ,コンピュータ,○
STXS,STEREOTAXIS INC,ステレオタクシス,NYSE,医薬品,○
STZ,CONSTELLATION BR,コンステレーション・ブランズ,NYSE,飲料,○
SU,SUNCOR ENERGY,サンコア・エナジー,NYSE,石油,○
SUM,SUMMIT MATERIALS,サミット・マテリアルズ,NYSE,その他製造,○
SUNE,SUNATION ENERGY,SUNネーション・エナジー,NASDAQ,通信機器,○
SUP,SUPER IND INTL,スーペリア・インダストリーズ・インターナショナル,NYSE,その他製造,○
SUPN,SUPERNUS PHARMA,スパーナス・ファーマシューティカルズ,NASDAQ,医薬品,○
SUPV,GRUPO SUPERVIELL,グルポ・スーパービエル,NYSE,金融（銀行）,○
SURG,SURGEPAYS INC,サージペイズ,NASDAQ,ソフトウェア・サービス,○
SUSA,ISHARES ESG SELE,iシェアーズ MSCI 米国 ESG セレクト ETF,NYSE,その他,○
SUZ,SUZANO PAPEL,スザーノ・パペル・エ・セルロース,NYSE,紙・パルプ,○
SVCO,SILVACO GROUP,シルバコ・グループ,NASDAQ,半導体,○
SVM,SILVERCORP METAL,シルバーコープ・メタルズ,NYSE,その他,○
SVRA,SAVARA INC,サバラ,NASDAQ,医薬品,○
SVRE,SAVERONE 2014,セイバーワン2014,NASDAQ,自動車,○
SVT,SERVOTRONICS INC,サーボトロニクス,NYSE,その他製造,○
SW,SMURFIT WESTROCK,スマーフィット・ウェストロック,NYSE,その他製造,○
SWBI,SMITH AND WESSON,スミス&ウェッソン・ブランズ,NASDAQ,その他製造,○
SWI,SOLARWINDS CORP,ソーラーウィンズ,NYSE,ソフトウェア・サービス,○
SWIM,LATHAM GROUP,レイサム・グループ,NASDAQ,その他,○
SWK,STANLEY BLACK,スタンレー・ブラック＆デッカー,NYSE,その他製造,○
SWKS,SKYWORKS INC,スカイワークス・ソリューションズ,NASDAQ,半導体製造,○
SWTX,SPRINGWORKS THER,スプリングワークス・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
SWVL,SWVL HOLDINGS,SWVLホールディングス,NASDAQ,その他,○
SWX,SOUTHWEST GAS,サウスウェスト・ガス・ホールディングス,NYSE,ガス・パイプライン,○
SXC,SUNCOKE ENERGY,サンコーク・エナジー,NYSE,その他,○
SXI,STANDEX INTL CO,スタンデックス・インターナショナル,NYSE,機械,○
SXT,SENSIENT TECHNO,センシエント･テクノロジーズ,NYSE,化学,○
SY,SO-YOUNG INTL,ソ・ヨン・インターナショナル,NASDAQ,ソフトウェア・サービス,○
SYBT,STOCK YARDS BANC,ストックヤーズ・バンコープ,NASDAQ,金融（銀行）,○
SYBX,SYNLOGIC INC,シンロジック,NASDAQ,医薬品（バイオテクノロジー）,○
SYF,SYNCHRONY,シンクロニー・ファイナンシャル,NYSE,金融(カード),○
SYK,STRYKER CORP,ストライカー,NYSE,その他製造,○
SYM,SYMBOTIC INC,シンボティック,NASDAQ,その他製造,○
SYNA,SYNAPTICS INCORP,シナプティクス,NASDAQ,ソフトウェア・サービス,○
SYRE,SPYRE THERAPEUT,スパイア・セラピューティクス,NASDAQ,医薬品（バイオテクノロジー）,○
SYRS,SYROS PHARMACEU,サイロス・ファーマシューティカルズ,NASDAQ,医薬品（バイオテクノロジー）,○
SYT,SYLA TECHNOLOGIE,シーラ・テクノロジーズ,NASDAQ,その他,○
SYY,SYSCO CORP,シスコ,NYSE,その他,○
T,AT&T INC.,AT&T,NYSE,通信サービス,○
TAC,TRANSALTA CORP,トランスアルタ,NYSE,電力,○
TACT,TRANSACT TECHNO,トランスアクト・テクノロジーズ,NASDAQ,ソフトウェア・サービス,○
TAIT,TAITRON COMPONTS,タイトロン・コンポーネント,NASDAQ,その他製造,○
